path,baseline_candidate,match,source_set,module,current_lines,same_blob,normalized_added_lines,normalized_removed_lines,normalized_similarity,review_groups,classification,scope_note
ai/src/commonMain/kotlin/me/rerere/ai/provider/ProviderManager.kt,ai/src/main/java/me/rerere/ai/provider/ProviderManager.kt,same_name,commonMain,ai,60,False,7,4,0.766,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/ProviderSetting.kt,ai/src/main/java/me/rerere/ai/provider/ProviderSetting.kt,same_name,commonMain,ai,255,False,20,16,0.919,R15,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/ClaudeProvider.kt,ai/src/main/java/me/rerere/ai/provider/providers/ClaudeProvider.kt,same_name,commonMain,ai,585,False,103,112,0.765,R01,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/GoogleProvider.kt,ai/src/main/java/me/rerere/ai/provider/providers/GoogleProvider.kt,same_name,commonMain,ai,775,False,136,149,0.771,R01,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/OpenAIProvider.kt,ai/src/main/java/me/rerere/ai/provider/providers/OpenAIProvider.kt,same_name,commonMain,ai,321,False,80,119,0.624,R01,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/ProviderMessageUtils.kt,ai/src/main/java/me/rerere/ai/provider/providers/ProviderMessageUtils.kt,same_name_identical,commonMain,ai,58,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/openai/ChatCompletionsAPI.kt,ai/src/main/java/me/rerere/ai/provider/providers/openai/ChatCompletionsAPI.kt,same_name,commonMain,ai,749,False,48,93,0.888,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/openai/OpenAIHttp.kt,,new_basename,commonMain,ai,56,False,,,,R01,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/openai/OpenAIImpl.kt,ai/src/main/java/me/rerere/ai/provider/providers/openai/OpenAIImpl.kt,same_name,commonMain,ai,21,False,1,1,0.917,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/openai/ResponseAPI.kt,ai/src/main/java/me/rerere/ai/provider/providers/openai/ResponseAPI.kt,same_name,commonMain,ai,728,False,30,76,0.916,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/vertex/DefaultVertexRsaSha256Signer.kt,,new_basename,commonMain,ai,5,False,,,,R03,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/provider/providers/vertex/ServiceAccountTokenProvider.kt,ai/src/main/java/me/rerere/ai/provider/providers/vertex/ServiceAccountTokenProvider.kt,same_name,commonMain,ai,172,False,61,46,0.478,E15,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/registry/ModelDsl.kt,ai/src/main/java/me/rerere/ai/registry/ModelDsl.kt,same_name_identical,commonMain,ai,222,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/registry/ModelRegistry.kt,ai/src/main/java/me/rerere/ai/registry/ModelRegistry.kt,same_name_identical,commonMain,ai,651,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/ui/Image.kt,ai/src/main/java/me/rerere/ai/ui/Image.kt,same_name_identical,commonMain,ai,23,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/ui/Message.kt,ai/src/main/java/me/rerere/ai/ui/Message.kt,same_name_identical,commonMain,ai,830,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/ui/MessageMetadata.kt,ai/src/main/java/me/rerere/ai/ui/MessageMetadata.kt,same_name_identical,commonMain,ai,75,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/util/ErrorParser.kt,ai/src/main/java/me/rerere/ai/util/ErrorParser.kt,same_name_identical,commonMain,ai,51,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/util/FileEncoder.kt,ai/src/main/java/me/rerere/ai/util/FileEncoder.kt,same_name,commonMain,ai,46,False,21,211,0.108,R02,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/util/Json.kt,ai/src/main/java/me/rerere/ai/util/Json.kt,same_name_identical,commonMain,ai,10,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
ai/src/commonMain/kotlin/me/rerere/ai/util/KeyRoulette.kt,ai/src/main/java/me/rerere/ai/util/KeyRoulette.kt,same_name,commonMain,ai,87,False,34,39,0.443,R05,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/util/PersistentKeyRoulette.kt,,new_basename,commonMain,ai,38,False,,,,R05,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/commonMain/kotlin/me/rerere/ai/util/Request.kt,ai/src/main/java/me/rerere/ai/util/Request.kt,ambiguous_name,commonMain,ai,82,False,0,29,0.768,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
ai/src/commonMain/kotlin/me/rerere/ai/util/Serializer.kt,ai/src/main/java/me/rerere/ai/util/Serializer.kt,same_name,commonMain,ai,26,False,1,0,0.96,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
ai/src/iosMain/kotlin/me/rerere/ai/provider/providers/vertex/VertexRsaSha256Signer.ios.kt,,new_basename,iosMain,ai,117,False,,,,R03,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/iosMain/kotlin/me/rerere/ai/util/FileEncoder.ios.kt,,new_basename,iosMain,ai,62,False,,,,R02,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/iosMain/kotlin/me/rerere/ai/util/KeyRouletteFileLock.ios.kt,,new_basename,iosMain,ai,14,False,,,,R05,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/jvmMain/kotlin/me/rerere/ai/provider/providers/vertex/JdkVertexRsaSha256Signer.jvm.kt,,new_basename,jvmMain,ai,28,False,,,,R03,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/jvmMain/kotlin/me/rerere/ai/util/FileEncoder.jvm.kt,,new_basename,jvmMain,ai,43,False,,,,R02,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
ai/src/jvmMain/kotlin/me/rerere/ai/util/KeyRouletteFileLock.jvm.kt,,new_basename,jvmMain,ai,5,False,,,,R05,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/baselineprofile/src/main/java/me/rerere/baselineprofile/BaselineProfileGenerator.kt,app/baselineprofile/src/main/java/me/rerere/baselineprofile/BaselineProfileGenerator.kt,same_path,main,app,93,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/baselineprofile/src/main/java/me/rerere/baselineprofile/StartupBenchmarks.kt,app/baselineprofile/src/main/java/me/rerere/baselineprofile/StartupBenchmarks.kt,same_path,main,app,76,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/AndroidPlatformRouteContent.kt,,new_basename,main,app,34,False,,,,R20,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/NavigationIntent.kt,,new_basename,main,app,7,False,,,,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/RikkaHubApp.kt,app/src/main/java/me/rerere/rikkahub/RikkaHubApp.kt,same_path,main,app,234,False,0,2,0.994,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/RouteActivity.kt,app/src/main/java/me/rerere/rikkahub/RouteActivity.kt,same_path,main,app,174,False,51,412,0.227,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/ai/AIRequestInterceptor.kt,app/src/main/java/me/rerere/rikkahub/data/ai/AIRequestInterceptor.kt,same_path,main,app,11,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/data/ai/GenerationHandler.kt,app/src/main/java/me/rerere/rikkahub/data/ai/GenerationHandler.kt,same_path,main,app,494,False,9,65,0.913,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/ai/RequestLoggingInterceptor.kt,app/src/main/java/me/rerere/rikkahub/data/ai/RequestLoggingInterceptor.kt,same_path,main,app,107,False,36,6,0.687,E14,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/ai/mcp/AndroidMcpImageStore.kt,,new_basename,main,app,21,False,,,,R09,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/ai/tools/WorkspaceTools.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/WorkspaceTools.kt,same_path,main,app,451,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/AndroidLocalTools.kt,,new_basename,main,app,25,False,,,,R14,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/CalendarTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/CalendarTool.kt,same_path,main,app,451,False,51,44,0.878,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/LocalToolTimePolicy.kt,,new_basename,main,app,38,False,,,,R04,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/ScreenTimeTool.kt,app/src/main/java/me/rerere/rikkahub/data/ai/tools/local/ScreenTimeTool.kt,same_path,main,app,276,False,18,21,0.901,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/ai/transformers/AndroidBase64ImageStore.kt,,new_basename,main,app,21,False,,,,R09,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/ai/transformers/AndroidDocumentTextExtractor.kt,,new_basename,main,app,23,False,,,,R09,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/ai/transformers/WorkspaceReminderTransformer.kt,app/src/main/java/me/rerere/rikkahub/data/ai/transformers/WorkspaceReminderTransformer.kt,same_path,main,app,70,True,0,0,1.0,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/datastore/AndroidDefaultProviderDescriptions.kt,,new_basename,main,app,28,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/db/entity/WorkspaceEntityExtensions.kt,,new_basename,main,app,20,False,,,,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/db/fts/SimpleDictManager.kt,app/src/main/java/me/rerere/rikkahub/data/db/fts/SimpleDictManager.kt,same_path,main,app,52,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/data/files/AndroidSkillStore.kt,,new_basename,main,app,72,False,,,,E09,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/files/FileUtils.kt,app/src/main/java/me/rerere/rikkahub/data/files/FileUtils.kt,same_path,main,app,168,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/files/FilesManager.kt,app/src/main/java/me/rerere/rikkahub/data/files/FilesManager.kt,same_path,main,app,489,False,0,34,0.961,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/files/SkillManager.kt,app/src/main/java/me/rerere/rikkahub/data/files/SkillManager.kt,same_path,main,app,217,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/files/SkillPaths.kt,app/src/main/java/me/rerere/rikkahub/data/files/SkillPaths.kt,same_path,main,app,35,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/data/model/Leaderboard.kt,app/src/main/java/me/rerere/rikkahub/data/model/Leaderboard.kt,same_path,main,app,14,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/data/provider/WorkspaceDocumentsProvider.kt,app/src/main/java/me/rerere/rikkahub/data/provider/WorkspaceDocumentsProvider.kt,same_path,main,app,343,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/data/repository/AndroidBackupLocalFileService.kt,,new_basename,main,app,131,False,,,,E08,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/repository/AndroidConversationRepositoryPlatform.kt,,new_basename,main,app,19,False,,,,R08,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/repository/FilesRepository.kt,app/src/main/java/me/rerere/rikkahub/data/repository/FilesRepository.kt,same_path,main,app,30,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/data/repository/GenMediaRepository.kt,app/src/main/java/me/rerere/rikkahub/data/repository/GenMediaRepository.kt,same_path,main,app,13,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/data/repository/WorkspaceRepository.kt,app/src/main/java/me/rerere/rikkahub/data/repository/WorkspaceRepository.kt,same_path,main,app,340,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/sync/BackupZipPathResolver.kt,,new_basename,main,app,23,False,,,,D01,独立功能修复,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/sync/BackupZipSourcePolicy.kt,,new_basename,main,app,24,False,,,,D01,独立功能修复,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/sync/S3Sync.kt,app/src/main/java/me/rerere/rikkahub/data/sync/S3Sync.kt,same_path,main,app,391,False,107,113,0.644,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/data/sync/s3/JdkSha256Crypto.kt,,new_basename,main,app,32,False,,,,R03,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/data/sync/webdav/WebDavSync.kt,app/src/main/java/me/rerere/rikkahub/data/sync/webdav/WebDavSync.kt,same_path,main,app,415,False,105,112,0.664,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/di/AppModule.kt,app/src/main/java/me/rerere/rikkahub/di/AppModule.kt,same_path,main,app,209,False,74,14,0.551,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/di/DataSourceModule.kt,app/src/main/java/me/rerere/rikkahub/di/DataSourceModule.kt,same_path,main,app,281,False,85,72,0.603,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/di/RepositoryModule.kt,app/src/main/java/me/rerere/rikkahub/di/RepositoryModule.kt,same_path,main,app,153,False,36,2,0.736,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/di/ViewModelModule.kt,app/src/main/java/me/rerere/rikkahub/di/ViewModelModule.kt,same_path,main,app,81,False,7,6,0.879,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/platform/AndroidExternalUriOpener.kt,,new_basename,main,app,21,False,,,,R10,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/platform/AndroidFirebaseMonitoring.kt,,new_basename,main,app,29,False,,,,R11,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/platform/AndroidOAuthCallbackSession.kt,,new_basename,main,app,80,False,,,,R11,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/service/AndroidChatNotificationPresenter.kt,,new_basename,main,app,104,False,,,,B07,混合需收窄,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/service/AndroidImageGenerationRuntime.kt,,new_basename,main,app,258,False,,,,E02,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/service/AndroidTranslationRuntime.kt,,new_basename,main,app,31,False,,,,E03,额外抽取,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/service/ChatService.kt,app/src/main/java/me/rerere/rikkahub/service/ChatService.kt,same_path,main,app,925,False,125,394,0.683,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/service/WebServerService.kt,app/src/main/java/me/rerere/rikkahub/service/WebServerService.kt,same_path,main,app,181,False,0,0,1.0,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/activity/McpOAuthCallbackActivity.kt,app/src/main/java/me/rerere/rikkahub/ui/activity/McpOAuthCallbackActivity.kt,same_path,main,app,36,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/ui/activity/SafeModeActivity.kt,app/src/main/java/me/rerere/rikkahub/ui/activity/SafeModeActivity.kt,same_path,main,app,268,False,10,10,0.949,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/activity/ShortcutHandlerActivity.kt,app/src/main/java/me/rerere/rikkahub/ui/activity/ShortcutHandlerActivity.kt,same_path,main,app,49,False,1,1,0.97,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/AndroidAttachmentChips.kt,,new_basename,main,app,29,False,,,,R18,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/AndroidChatInputPlatformContent.kt,,new_basename,main,app,166,False,,,,B02,混合需收窄,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/AsrButton.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/AsrButton.kt,same_path,main,app,216,False,2,2,0.987,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/CompressContextDialog.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/CompressContextDialog.kt,same_path,main,app,18,False,5,110,0.094,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/CropLauncher.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/CropLauncher.kt,same_path,main,app,55,False,18,32,0.457,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/FilesPicker.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/FilesPicker.kt,same_path,main,app,538,False,16,16,0.962,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/WorkspaceCwdPicker.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/WorkspaceCwdPicker.kt,same_path,main,app,197,False,5,5,0.964,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/WorkspaceSelectSheet.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/WorkspaceSelectSheet.kt,same_path,main,app,162,False,3,3,0.975,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/completion/WorkspaceCompletionProvider.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/completion/WorkspaceCompletionProvider.kt,same_path,main,app,277,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/ui/components/ai/completion/WorkspaceIgnoreMatcher.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ai/completion/WorkspaceIgnoreMatcher.kt,same_path,main,app,137,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/ui/components/message/AndroidChatMessagePlatformActions.kt,,new_basename,main,app,53,False,,,,B02,混合需收窄,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/ui/components/message/ChatMessageEditedFiles.kt,app/src/main/java/me/rerere/rikkahub/ui/components/message/ChatMessageEditedFiles.kt,same_path,main,app,249,False,2,2,0.989,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/richtext/AndroidRichTextPlatformProvider.kt,,new_basename,main,app,93,False,,,,R16,合理保留,已按对应责任组检查抽取边界；行数不是应删除行数，不代表 GUI 或全量行为验证。
app/src/main/java/me/rerere/rikkahub/ui/components/richtext/MarkdownWeb.kt,app/src/main/java/me/rerere/rikkahub/ui/components/richtext/MarkdownWeb.kt,same_path,main,app,29,True,0,0,1.0,,同名且字节相同,Git blob 相同；上游调用/平台接线仍可能改变。
app/src/main/java/me/rerere/rikkahub/ui/components/richtext/Mermaid.kt,app/src/main/java/me/rerere/rikkahub/ui/components/richtext/Mermaid.kt,same_path,main,app,306,False,4,2,0.987,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ui/BitmapComposer.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ui/BitmapComposer.kt,same_path,main,app,141,False,0,1,0.993,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
app/src/main/java/me/rerere/rikkahub/ui/components/ui/Emoji.kt,app/src/main/java/me/rerere/rikkahub/ui/components/ui/Emoji.kt,same_path,main,app,319,False,2,2,0.992,,同名差异清点,全量路径及规范化差异扫描；不宣称逐业务行为已验证。
